"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.1120239,
"AUT","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.1525076,
"AUT","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.1828677,
"BEL","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0497621,
"BEL","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0501179,
"BEL","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0499532,
"BEL","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0491368,
"BEL","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0498287,
"BEL","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.0490187,
"BEL","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.0473707,
"BEL","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.1106903,
"BEL","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.125309,
"BEL","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.1382482,
"BEL","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.1357874,
"BEL","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.1338093,
"BEL","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.1881216,
"BEL","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.198055,
"BEL","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.2019454,
"BEL","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.1996522,
"BEL","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.2148424,
"BEL","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.2112494,
"BEL","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.2008392,
"CAN","EDUPRIVEXP","PRY","PC_GDP","A","2000",0.2640677,
"CAN","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.3499062,
"CAN","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.3910717,
"CAN","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.3982065,
"CAN","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.4076982,
"CAN","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.1984932,
"CAN","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.1838684,
"CAN","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.1838904,
"CAN","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.1887863,
"CAN","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.1888979,
"CAN","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.1930033,
"CAN","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.202714,
"CAN","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.1952093,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2000",0.9490469,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2005",1.092758,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.9002502,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2009",1.136901,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2010",1.172812,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2011",1.172401,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.9234227,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.9894004,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2014",1.006665,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.920499,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2016",1.096771,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2017",1.065671,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2018",1.108996,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","1995",0.291166,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2000",0.2124135,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.2760439,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.2399242,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.2477541,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.245654,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.2449742,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0555085,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0562244,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0535237,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.051324,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0523779,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.053258,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.0545862,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","1995",0.2332197,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2000",0.1077028,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.1770544,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.2218578,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.235089,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.2378783,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.2518085,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.2542751,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.2541833,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.2430583,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.2287368,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.2229136,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.2154202,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.208251,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","1995",0.0873145,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2000",0.0862152,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.0907127,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.0976536,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.1139395,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.1118563,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.1190884,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0459619,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.046897,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.043964,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0414149,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.0446958,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.0528498,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","1995",0.0095515,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2000",0.0362496,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.0546297,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.0708416,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.0814899,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.0889162,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.097861,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.0990549,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.0872719,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.1686125,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.1782735,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.2075922,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","1995",0.0422328,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2000",0.0454339,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.0639616,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.0736556,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.0762863,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.074282,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.0762511,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.0701564,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.0706135,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.0619807,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.0585163,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.056618,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.0547928,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.0580042,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.0635507,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.0769883,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.08201,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.0813967,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.0804282,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0805485,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0810036,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0820787,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0827408,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0843237,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.0849628,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.084666,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.2107361,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.2516789,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.2470329,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.2624131,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.274154,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.2858957,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.3051404,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.3096292,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.2966569,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.3073233,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.3073555,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.3188065,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.020175,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.015994,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.0172521,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.0175744,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0160466,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0152732,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0170393,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0175523,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0182446,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.0166488,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.0162844,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.1348889,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.144459,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.161536,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.1593914,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.170022,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.1719194,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.1715096,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.1881391,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.1881889,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.1849652,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.1842325,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2000",0.1667876,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.1956521,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.1707842,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.1748342,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.1703377,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.1684082,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0250471,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0253514,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.025608,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0246637,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.024119,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.0241158,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.0229589,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2000",0.0837261,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.1128157,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.0914145,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.0956096,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.0995114,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.1010325,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.0995311,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.1041217,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.105128,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.1023257,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.1007769,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.1013669,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.0993699,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","1995",0.1303021,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2000",0.1138236,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.1025427,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.0923145,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.1005416,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.1805315,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.1822764,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0590506,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0575562,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0529787,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0147012,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0154022,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.0142394,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.013316,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","1995",0.3735619,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2000",0.2888859,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.1711053,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.233771,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.2450147,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.2691193,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.2676199,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.2255739,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.2663633,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.2839396,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.2972077,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.2846197,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.2623595,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.2412226,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2000",0.0671903,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.1163229,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.0922485,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.0963474,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.1046566,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.1122869,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0390197,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0437042,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0615255,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0578172,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0500865,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.0534844,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.1280976,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","1995",0.121766,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2000",0.1835515,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.2228423,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.2663939,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.2953997,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.3021785,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.3123318,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.3106086,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.3062336,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.32773,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.3258611,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.3199512,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.3155293,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.3237114,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.0125495,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.2004921,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.0132641,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.013862,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0140298,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0142189,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0139255,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0139032,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.0129667,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.0138858,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.9691147,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.9755921,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.9969612,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.9996506,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.9952483,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.9817982,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.971925,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.9619101,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.9522542,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.9373808,
"KOR","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.1252414,
"KOR","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.1190729,
"KOR","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.1174376,
"KOR","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.1144408,
"KOR","EDUPRIVEXP","TRY","PC_GDP","A","2015",1.093589,
"KOR","EDUPRIVEXP","TRY","PC_GDP","A","2016",1.024129,
"KOR","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.9636808,
"KOR","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.9431347,
"LUX","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.0764886,
"LUX","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.0850026,
"LUX","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.0743146,
"LUX","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.0657737,
"LUX","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0338324,
"LUX","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0388688,
"LUX","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0359086,
"LUX","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0366909,
"LUX","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0344423,
"LUX","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.0356178,
"LUX","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.0387295,
"MEX","EDUPRIVEXP","PRY","PC_GDP","A","1995",0.2167208,
"MEX","EDUPRIVEXP","PRY","PC_GDP","A","2000",0.2028546,
"MEX","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.280488,
"MEX","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.2792171,
"MEX","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.3299529,
"MEX","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.2784315,
"MEX","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.2925647,
"MEX","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.2772826,
"MEX","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.2739341,
"MEX","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.2739719,
"MEX","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.2630042,
"MEX","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.2881995,
"MEX","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.1528539,
"MEX","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.2547873,
"MEX","EDUPRIVEXP","TRY","PC_GDP","A","1995",0.1903918,
"MEX","EDUPRIVEXP","TRY","PC_GDP","A","2000",0.1773558,
"MEX","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.3560501,
"MEX","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.3591644,
"MEX","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.4364563,
"MEX","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.4066077,
"MEX","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.4134643,
"MEX","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.3954977,
"MEX","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.4010431,
"MEX","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.407345,
"MEX","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.411433,
"MEX","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.4218473,
"MEX","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.3604636,
"MEX","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.6050368,
"NLD","EDUPRIVEXP","PRY","PC_GDP","A","1995",0.0190565,
"NLD","EDUPRIVEXP","PRY","PC_GDP","A","2000",0.0176767,
"NLD","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.0159199,
"NLD","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.0150186,
"NLD","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.015972,
"NLD","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.0158639,
"NLD","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.0160219,
"NLD","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0169863,
"NLD","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0172445,
"NLD","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0182104,
"NLD","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0182844,
